1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.46136932668436E+02	-1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.33030654941255E+02	2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	9.5125430301932E+01	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	8.23197727321175E+01	6.98521129671052E+01	0E+00	0E+00
1.5E+02	1.5E+02	1.25420080286128E+02	6.2671593936248E+01	5.32714714260367E+01	-1E+00	1E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.14347309676051E+02	-3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.03388726740617E+02	6.69770547205216E+01	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	6.43701480233596E+01	-3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	4.88728744798886E+01	4.83207393134496E+01	-1E+00	1E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-4E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.0611233718287E+02	1E+00	0E+00
1.44625627568493E+02	1.30336781609216E+02	1.5E+02	1.5E+02	1.26180967642485E+02	1E+00	0E+00
1.24487040099465E+02	9.85577747992069E+01	1.10673306490033E+02	1.5E+02	1.5E+02	0E+00	0E+00
8.04323066709212E+01	6.38427199916629E+01	7.16399133891247E+01	1.28778024913566E+02	1.5E+02	3E+00	1E+00
9.10870018409769E+01	3.59916375189947E+01	2.83045310535293E+01	3.11837049706602E+01	5.379161536303E+01	2E+00	1E+00
1.5E+02	1.36679584900554E+02	1.5E+02	1.5E+02	1.5E+02	2E+00	0E+00
1.5E+02	1.5E+02	1.2692139897833E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	9.63407977540114E+01	7.85652322120577E+01	1.5E+02	0E+00	0E+00
1.5E+02	1.3240419565886E+02	5.9663393455659E+01	4.87801320366311E+01	1.5E+02	0E+00	1E+00
1.5E+02	1.31317219455136E+02	1.10482388121604E+02	1.31448007645641E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.01683235043232E+02	1.00162241827264E+02	1.43896579286429E+02	-2E+00	0E+00
1.25094557419096E+02	7.43058431761439E+01	6.84433074909468E+01	8.97073155224385E+01	1.5E+02	-3E+00	1E+00
4.25819241449059E+01	4.07244597660944E+01	5.56858294413819E+01	1.5E+02	1.5E+02	-3E+00	1E+00
1.5E+02	1.35223029457217E+02	1.13703286715063E+02	1.5E+02	1.5E+02	-5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	9.12726323010645E+01	5.49455882702208E+01	-5E+00	1E+00
1.5E+02	5.94850865144734E+01	3.82260608163674E+01	3.66907797496608E+01	5.03377256055845E+01	0E+00	1E+00
1.5E+02	1.33417078593853E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.16244391167377E+02	1.5E+02	1.5E+02	1.5E+02	1E+00	0E+00
1.5E+02	9.72136163866837E+01	6.97217324536934E+01	1.5E+02	1.5E+02	1E+00	1E+00
1.5E+02	6.29838813872298E+01	3.74640674941185E+01	3.4603772477334E+01	1.5E+02	0E+00	1E+00
1.5E+02	1.5E+02	1.27164883101216E+02	1.16665229380237E+02	1.5E+02	-2E+00	0E+00
1.5E+02	1.09057851836891E+02	1.03220212036042E+02	1.40424837445637E+02	1.5E+02	-2E+00	0E+00
8.58393361429967E+01	7.58640563596102E+01	9.48341414405032E+01	1.5E+02	1.5E+02	-3E+00	0E+00
5.95924704126951E+01	7.7704538244175E+01	1.5E+02	1.5E+02	1.3638839856203E+02	-5E+00	0E+00
1.5E+02	1.5E+02	1.32452103172655E+02	9.86047083908955E+01	1.05192130377094E+02	-5E+00	0E+00
9.94929217992261E+01	7.48740791882921E+01	8.04405064614242E+01	1.5E+02	1.5E+02	-1E+00	0E+00
5.38109081670643E+01	4.69738203940143E+01	5.76458225819518E+01	1.5E+02	1.5E+02	-2E+00	1E+00
1.5E+02	1.33883723144226E+02	1.12551228099577E+02	1.33815031491721E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.1682750720466E+02	9.81443912879879E+01	1.16515616449948E+02	1.5E+02	-1E+00	0E+00
1.12403204081764E+02	7.25219298858987E+01	6.99976361258829E+01	9.74920529998721E+01	1.5E+02	0E+00	1E+00
5.33849055529345E+01	3.4711750534675E+01	3.35261215712012E+01	4.63245095937831E+01	1.5E+02	0E+00	1E+00
1.5E+02	1.355412006908E+02	1.13920043882722E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.18285670602417E+02	9.94547008323658E+01	1.18816178884613E+02	1.5E+02	1E+00	0E+00
1.5E+02	9.96402103530346E+01	7.13764207164019E+01	7.38358128986725E+01	1.5E+02	2E+00	1E+00
1.5E+02	1.5E+02	4.79869724603911E+01	3.87464505152952E+01	4.39050448135005E+01	0E+00	1E+00
1.5E+02	1.31310933689504E+02	1.10428115327548E+02	1.31324802929471E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.14160060139685E+02	9.60610552836857E+01	1.14214517896508E+02	1.5E+02	0E+00	0E+00
1.5E+02	7.77191760807451E+01	6.54913918529804E+01	7.77563268191123E+01	1.5E+02	0E+00	1E+00
6.87442870360031E+01	3.40022117899292E+01	2.8816250881487E+01	3.40180087631757E+01	6.88591127162863E+01	0E+00	1E+00
1.5E+02	1.41670810857061E+02	1.19107849742421E+02	1.41691501405695E+02	1.5E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.11004010927192E+02	1.0920574220389E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.22846768341441E+02	8.04885931629001E+01	7.91922992255369E+01	1.13416228334965E+02	1E+00	0E+00
1.5E+02	1.5E+02	5.03073594950806E+01	4.38786952229928E+01	5.37501570308779E+01	0E+00	1E+00
1.5E+02	1.31320018675084E+02	1.10457718269943E+02	1.31386328627133E+02	1.5E+02	5E+00	0E+00
5.83236954714014E+01	9.78061440828275E+01	1.5E+02	1.5E+02	1.20872974127547E+02	4E+00	0E+00
4.5670936900972E+01	3.97340084631202E+01	4.84713861098636E+01	1.5E+02	1.5E+02	2E+00	1E+00
1.5E+02	1.33049190634056E+02	1.11880137044976E+02	1.33049190634056E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.15803313507037E+02	9.7527169270948E+01	1.16067802465837E+02	1.5E+02	0E+00	0E+00
1.5E+02	7.94010771600934E+01	6.69627398295853E+01	7.95833116806352E+01	1.5E+02	0E+00	1E+00
7.21348757549729E+01	3.57267476224598E+01	3.02895700051426E+01	3.58066005582579E+01	7.27147726092673E+01	0E+00	1E+00
1.5E+02	1.41779787118414E+02	1.19186197132986E+02	1.5E+02	1.5E+02	-1E+00	0E+00
1.5E+02	1.0929286667579E+02	1.11076234215023E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.13559213245028E+02	7.92749333705318E+01	8.0560823745312E+01	1.5E+02	1.5E+02	1E+00	0E+00
8.02211343643003E+01	4.58317638888319E+01	4.13466785420828E+01	5.25548927277933E+01	1.5E+02	1E+00	1E+00
1.5E+02	1.41004604043078E+02	1.18609013436267E+02	1.4114024743026E+02	1.5E+02	-2E+00	0E+00
1.23112924008028E+02	1.07060758910634E+02	1.31795261604083E+02	1.5E+02	1.5E+02	0E+00	0E+00
9.45488960935674E+01	8.22778849367188E+01	1.01189120872124E+02	1.5E+02	1.5E+02	0E+00	0E+00
6.03086398669956E+01	5.256985719706E+01	6.45010628918147E+01	1.44339804545928E+02	1.5E+02	-1E+00	1E+00
1.5E+02	1.32366331687645E+02	1.11293878843238E+02	1.32333999873942E+02	1.5E+02	-1E+00	0E+00
1.5E+02	1.01008574540014E+02	1.02537055785188E+02	1.5E+02	1.5E+02	-2E+00	0E+00
7.9248004039115E+01	7.52347713548787E+01	1.0264371849828E+02	1.5E+02	1.5E+02	2E+00	0E+00
6.28291832397498E+01	4.53168806198593E+01	4.69550870283894E+01	7.33371916893285E+01	1.5E+02	3E+00	1E+00
1.5E+02	1.38455302302676E+02	1.16473226314596E+02	1.38596326234004E+02	1.5E+02	2E+00	0E+00
1.5E+02	1.5E+02	1.28853715151961E+02	1.04916239759841E+02	1.20897311828216E+02	2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	9.96771929807453E+01	8.74103679907209E+01	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	9.88030894515101E+01	7.55404567700975E+01	2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.48449435196459E+02	8.54967116739085E+01	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.40171049518249E+02	1.11946022312964E+02	-3E+00	0E+00
1.5E+02	1.5E+02	1.08906214725154E+02	9.55660177320541E+01	8.30497695555876E+01	0E+00	0E+00
1.5E+02	1.33136170509919E+02	7.16188295004568E+01	6.28328543246237E+01	7.28010166112625E+01	5E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	8.53882540218068E+01	5.22377919257355E+01	3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.2203373775996E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-3E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.01348542423168E+02	-1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.29336592926676E+02	9.09194430674015E+01	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	9.55759002487973E+01	-2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	9.70500301657528E+01	7.89781066527864E+01	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.02021472208249E+02	7.16289884638516E+01	4E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.5E+02	-2E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.5E+02	1.41037968129861E+02	0E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.34271171774659E+02	1.21040144366362E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.31654181818127E+02	1.04663217677583E+02	1E+00	0E+00
1.5E+02	1.5E+02	1.5E+02	1.45376832138596E+02	9.95102815556211E+01	0E+00	0E+00
1.44103977841161E+02	1.5E+02	1.5E+02	1.36904592180232E+02	9.37998540503467E+01	0E+00	0E+00
9.31014255097982E+01	1.5E+02	1.5E+02	1.28474860009061E+02	8.80556001885159E+01	0E+00	0E+00
9.96192773463209E+01	1.5E+02	1.5E+02	1.20021599010934E+02	8.22955229667798E+01	-1E+00	0E+00
1.29164286028385E+02	1.5E+02	1.5E+02	8.72745097070633E+01	6.95150779837909E+01	-1E+00	0E+00
1.5E+02	1.5E+02	1.01697486962832E+02	5.81307856755896E+01	5.24777426207311E+01	0E+00	1E+00
1.5E+02	1.37951771881244E+02	1.15939627096986E+02	1.37883596139284E+02	1.5E+02	5E+00	0E+00
5.22273433116626E+01	8.6341227191601E+01	1.5E+02	1.5E+02	1.27031844775593E+02	2E+00	1E+00
