150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,120.04520217523097,0,0
150.0,150.0,150.0,150.0,89.58000741212129,0,0
150.0,150.0,150.0,150.0,89.58000741212129,-1,0
150.0,150.0,150.0,110.13993543791366,79.34081666411876,-1,0
150.0,150.0,150.0,78.62719947747718,65.23128363197112,-2,0
150.0,150.0,59.375556279351464,43.638089620357135,45.82962278445763,-5,1
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,146.51289700806782,134.22288354618732,3,0
150.0,150.0,150.0,150.0,139.54799354744299,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,139.56271678650768,141.85439631786375,0,0
150.0,150.0,150.0,111.40074496248162,113.22377582991595,0,0
150.0,150.0,119.15628850532786,83.16101516432383,84.51389615860055,-1,0
150.0,141.54032013190053,62.11222975498686,50.314575616648426,57.36957139486227,-2,1
150.0,150.0,150.0,150.0,150.0,4,0
75.17184066578938,150.0,150.0,150.0,150.0,4,0
50.65516478332749,52.7404027375117,82.23212306440233,150.0,150.0,4,0
53.61327110496467,27.93483038430549,24.176939659453566,29.04767990698982,61.77143270617329,4,1
150.0,150.0,150.0,150.0,150.0,2,0
136.00841261301414,150.0,150.0,150.0,150.0,0,0
142.07572149158645,150.0,150.0,150.0,150.0,0,0
149.33258308855687,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,2,0
150.0,150.0,118.79715248262931,150.0,150.0,-1,0
150.0,92.79425313946523,150.0,150.0,150.0,2,0
150.0,72.68675880571243,43.75890558653105,150.0,150.0,3,1
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,1,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,0,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-2,0
150.0,148.75500374858566,146.61267680169067,150.0,150.0,-5,0
123.22077640486643,150.0,150.0,150.0,150.0,-5,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-1,0
150.0,150.0,150.0,150.0,150.0,-4,0
